Id,Player,Said,To,In response to,Created at
204762,Player #39584,Hello AQS,ubc air quality sensor,,2021-10-07 22:25:26 UTC
204565,Player #39541,Ramp amp mp p,ubc air quality sensor,What do you think RAMP stands for?,2021-10-07 00:10:13 UTC
204564,Player #39541,Yes,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-10-07 00:09:58 UTC
204563,Player #39541,I don't know,ubc air quality sensor,Why do you think I have been put here?,2021-10-07 00:09:48 UTC
204562,Player #39541,Low-risk,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-10-07 00:09:35 UTC
204561,Player #39541,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-10-07 00:08:09 UTC
204560,Player #39541,Hello AQS #5,ubc air quality sensor,,2021-10-07 00:04:42 UTC
204557,Player #39538,Hello AQS #8,ubc air quality sensor,,2021-10-06 23:11:14 UTC
204249,Player #39473,HELLO AQS #6,ubc air quality sensor,,2021-10-06 00:31:22 UTC
204151,Player #39456,HELLO AQS #5,ubc air quality sensor,,2021-10-05 16:11:46 UTC
203958,Player #39416,No,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-10-03 18:18:23 UTC
203957,Player #39416,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-10-03 18:18:07 UTC
203956,Player #39416,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-10-03 18:17:55 UTC
203955,Player #39416,Hello AQS #5,ubc air quality sensor,,2021-10-03 18:17:27 UTC
203848,Player #39397,Hello AQS #6,ubc air quality sensor,,2021-10-03 03:41:44 UTC
203758,Player #39374,To observe the facts about air quality at ubc,ubc air quality sensor,Why do you think I have been put here?,2021-10-01 23:55:58 UTC
203757,Player #39374,Low risk,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-10-01 23:55:16 UTC
203756,Player #39374,Hello AQS #5,ubc air quality sensor,,2021-10-01 22:55:59 UTC
203703,Player #39361,Hello AQS #4,ubc air quality sensor,,2021-10-01 09:54:06 UTC
203702,Player #39360,Yes,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-10-01 09:51:22 UTC
203701,Player #39360,Yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-10-01 09:51:20 UTC
203700,Player #39360,Yes,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-10-01 09:51:17 UTC
203699,Player #39360,Yes,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-10-01 09:51:14 UTC
203698,Player #39360,I'm not sure,ubc air quality sensor,What do you think RAMP stands for?,2021-10-01 09:51:10 UTC
203697,Player #39360,Hello AQS #7,ubc air quality sensor,,2021-10-01 09:51:06 UTC
203696,Player #39360,Hello AQS #2,ubc air quality sensor,,2021-10-01 09:50:40 UTC
202854,Player #39197,Hello AQS #1,ubc air quality sensor,,2021-09-26 01:14:19 UTC
202853,Player #39196,Hello AQS #1,ubc air quality sensor,,2021-09-26 01:04:28 UTC
202747,Player #39167,Low-Risk',ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-09-25 09:45:03 UTC
202746,Player #39167,CO2,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-09-25 09:44:53 UTC
202745,Player #39167,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-09-25 09:44:43 UTC
202744,Player #39167,No,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-09-25 09:44:30 UTC
202743,Player #39167,Random air molecule partition,ubc air quality sensor,What do you think RAMP stands for?,2021-09-25 09:44:19 UTC
202737,Player #39167,HELLO AQS #4,ubc air quality sensor,,2021-09-25 08:53:55 UTC
202700,Player #35161,Oil pollution,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-09-24 19:13:08 UTC
202699,Player #35161,No,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-09-24 19:12:39 UTC
202698,Player #35161,Rcg f,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-09-24 19:12:29 UTC
202697,Player #35161,Royal Air mom police,ubc air quality sensor,What do you think RAMP stands for?,2021-09-24 19:12:05 UTC
202696,Player #35161,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-09-24 19:11:03 UTC
202695,Player #35161,HELLO AQS #6,ubc air quality sensor,,2021-09-24 19:10:49 UTC
202524,Player #39138,Hello AQS #5,ubc air quality sensor,,2021-09-23 22:38:28 UTC
202522,Player #39136,Hello AQS #7,ubc air quality sensor,,2021-09-23 20:04:37 UTC
202193,Player #39097,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-09-23 06:48:36 UTC
202192,Player #39097,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-09-23 06:48:26 UTC
202191,Player #39097,Low Risk,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-09-23 06:48:01 UTC
202190,Player #39097,Air quality sensor,ubc air quality sensor,Why do you think I have been put here?,2021-09-23 06:47:35 UTC
202189,Player #39097,Yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-09-23 06:47:00 UTC
202188,Player #39097,Hello AQS #5,ubc air quality sensor,,2021-09-23 06:46:33 UTC
201834,Player #39023,Hello AQS #5,ubc air quality sensor,,2021-09-21 20:04:56 UTC
201625,Player #38988,Hello AQS #5,ubc air quality sensor,,2021-09-20 21:54:24 UTC
201615,Player #38983,Hello aqs #6,ubc air quality sensor,,2021-09-20 19:10:39 UTC
201533,Player #38959,To inform interested people of air quality on campus,ubc air quality sensor,Why do you think I have been put here?,2021-09-19 21:51:51 UTC
201532,Player #38959,No,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-09-19 21:51:03 UTC
201531,Player #38959,Yes,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-09-19 21:50:54 UTC
201530,Player #38959,K,ubc air quality sensor,What do you think RAMP stands for?,2021-09-19 21:50:36 UTC
201529,Player #38959,Low-Ris,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-09-19 21:50:35 UTC
201528,Player #38959,Hello AQS #6,ubc air quality sensor,,2021-09-19 21:49:53 UTC
201389,Player #38925,HELLO AQS #5,ubc air quality sensor,,2021-09-18 21:32:48 UTC
200013,Player #38634,Hello AQS #6,ubc air quality sensor,,2021-09-12 21:30:25 UTC
200009,Player #38630,HELLO AQS #6,ubc air quality sensor,,2021-09-12 17:24:22 UTC
199734,Player #38558,Hello AQS #5,ubc air quality sensor,,2021-09-09 21:42:43 UTC
199568,Player #38528,Hello AQS#7,ubc air quality sensor,,2021-09-09 02:45:40 UTC
199376,Player #38463,HELLO AQS #7,ubc air quality sensor,,2021-09-06 23:16:26 UTC
199210,Player #38425,"Poor visibility, scent, etc",ubc air quality sensor,What are indicators of poor air quality?,2021-09-06 03:39:45 UTC
199209,Player #38425,Rough American major potty,ubc air quality sensor,What do you think RAMP stands for?,2021-09-06 03:39:26 UTC
199208,Player #38425,Forest fires,ubc air quality sensor,"In your opinion, which environmental impact is of most concern to UBC/Vancouver? 🌍",2021-09-06 03:38:55 UTC
199207,Player #38425,Yes,ubc air quality sensor,"Would you like to receive notifications about air quality via your mobile phone? 📲 (Yes, No)",2021-09-06 03:38:40 UTC
199206,Player #38425,Yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-09-06 03:38:26 UTC
199205,Player #38425,Hello AQS #7,ubc air quality sensor,,2021-09-06 03:37:50 UTC
199128,Player #38403,Hello AQS #4,ubc air quality sensor,,2021-09-05 18:45:24 UTC
199029,Player #38388,Hello AQS #6,ubc air quality sensor,,2021-09-05 05:20:02 UTC
198918,Player #24377,Every week,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-09-04 01:46:54 UTC
198917,Player #24377,Loss of forest cover,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-09-04 01:46:43 UTC
198916,Player #24377,Hello AQS #2,ubc air quality sensor,,2021-09-04 01:45:44 UTC
198652,Player #38276,Hello AQS #5,ubc air quality sensor,,2021-09-02 23:23:58 UTC
198647,Player #38276,Hello AQS #5,ubc air quality sensor,,2021-09-02 21:53:33 UTC
198562,Player #22516,Hazy sky,ubc air quality sensor,What are indicators of poor air quality?,2021-09-02 15:50:18 UTC
198559,Player #22516,Yes,ubc air quality sensor,"In addition to the air quality sensors around UBC, would you like to see air quality sensors around your home and near major traffic intersections? (Yes, No)",2021-09-02 15:49:40 UTC
198558,Player #22516,No,ubc air quality sensor,"Do you feel like you know a lot about air pollution on UBC campus? (Yes, No)",2021-09-02 15:49:29 UTC
198557,Player #22516,Construction,ubc air quality sensor,"In your opinion, what are the biggest sources of air pollution on UBC's campus? ",2021-09-02 15:49:14 UTC
198556,Player #22516,rapid air map point,ubc air quality sensor,What do you think RAMP stands for?,2021-09-02 15:48:55 UTC
198555,Player #22516,HELLO AQS #6,ubc air quality sensor,,2021-09-02 15:48:40 UTC
198395,Player #38236,Hello AQS #7,ubc air quality sensor,,2021-09-02 00:50:14 UTC
197493,Player #38100,Summer,ubc air quality sensor,Is there a particular season when you notice air quality becoming worse?,2021-08-30 22:55:17 UTC
197491,Player #38100,Smog,ubc air quality sensor,What are indicators of poor air quality?,2021-08-30 22:54:56 UTC
197490,Player #38100,No,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-30 22:54:31 UTC
197489,Player #38100,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-30 22:54:22 UTC
197488,Player #38100,Hello AQS #2,ubc air quality sensor,,2021-08-30 22:54:11 UTC
197257,Player #38038,Hello AQS #4,ubc air quality sensor,,2021-08-30 02:26:24 UTC
196999,Player #37975,Hello AQS #5,ubc air quality sensor,,2021-08-28 23:59:06 UTC
196827,Player #37923,Yes,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-28 04:34:12 UTC
196826,Player #37923,cars,ubc air quality sensor,What are indicators of poor air quality?,2021-08-28 04:33:57 UTC
196825,Player #37923,High,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-28 04:33:40 UTC
196824,Player #37923,no,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-28 04:33:19 UTC
196823,Player #37923,HELLO AQS #5,ubc air quality sensor,,2021-08-28 04:32:59 UTC
196822,Player #37922,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-28 04:04:00 UTC
196821,Player #37922,No,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-28 04:03:42 UTC
196820,Player #37922,Smells like fuel exhaust,ubc air quality sensor,What are indicators of poor air quality?,2021-08-28 04:03:24 UTC
196819,Player #37922,Hello AQS #6,ubc air quality sensor,,2021-08-28 04:02:37 UTC
196802,Player #37919,Hello AQS #5,ubc air quality sensor,,2021-08-27 23:49:17 UTC
196727,Player #37908,Yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-27 18:03:21 UTC
196726,Player #37908,"CO2, methane, particulates ",ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-27 18:03:11 UTC
196725,Player #37908,No,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-27 18:02:22 UTC
196724,Player #37908,Diesel exhaust,ubc air quality sensor,What kind of air pollution annoys you the most? 😡,2021-08-27 18:02:08 UTC
196723,Player #37908,"No, haven't heard much about air pollution exposure on campus ",ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-27 18:01:41 UTC
196722,Player #37908,Hello AQS #2,ubc air quality sensor,,2021-08-27 17:58:58 UTC
196708,Player #37906,Hello AQS #2,ubc air quality sensor,,2021-08-27 16:52:25 UTC
196463,Player #37853,Yes,ubc air quality sensor,"Do you suffer from asthma attacks? (Yes, No)",2021-08-26 23:58:09 UTC
196462,Player #37853,Low,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-26 23:57:59 UTC
196461,Player #37854,You're useless,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-08-26 23:45:48 UTC
196460,Player #37854,Dude! Back off,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-26 23:45:11 UTC
196459,Player #37852,Wild fires,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-26 23:45:11 UTC
196457,Player #37854,Why should I tell you?,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-26 23:44:56 UTC
196456,Player #37852,Maybe,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-26 23:44:54 UTC
196455,Player #37854,I don't care,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-26 23:44:45 UTC
196453,Player #37852,Selenium concentrations,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-26 23:44:36 UTC
196452,Player #37854,I don't care,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-26 23:44:31 UTC
196451,Player #37852,Yes,ubc air quality sensor,"Do you like to get involved in recreational activities around UBC? (Yes, No)",2021-08-26 23:43:57 UTC
196450,Player #37854,Hello AQS #5,ubc air quality sensor,,2021-08-26 23:43:50 UTC
196449,Player #37853,Hello AQS #5,ubc air quality sensor,,2021-08-26 23:43:48 UTC
196448,Player #37852,Hello AQS #5,ubc air quality sensor,,2021-08-26 23:43:35 UTC
196436,Player #37848,Hello AQS #5,ubc air quality sensor,,2021-08-26 21:44:23 UTC
196388,Player #37846,no,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-26 19:04:46 UTC
196387,Player #37846,no,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-08-26 19:01:57 UTC
196386,Player #37846,i'm not sure,ubc air quality sensor,What do you think RAMP stands for?,2021-08-26 19:01:44 UTC
196385,Player #37846,no,ubc air quality sensor,"Do you feel like you know a lot about air pollution on UBC campus? (Yes, No)",2021-08-26 18:41:22 UTC
196384,Player #37846,low-risk,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-26 18:40:14 UTC
196383,Player #37846,Hello AQS #5,ubc air quality sensor,,2021-08-26 18:38:31 UTC
196369,Player #37841,More accessible,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-26 16:58:30 UTC
196368,Player #37841,Smog,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-26 16:57:57 UTC
196367,Player #37841,Hello AQS #5,ubc air quality sensor,,2021-08-26 16:57:21 UTC
196303,Player #35327,Climate change,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-26 16:06:09 UTC
196301,Player #35327,Yes,ubc air quality sensor,"Would you like to receive notifications about air quality via your mobile phone? 📲 (Yes, No)",2021-08-26 16:05:57 UTC
196299,Player #35327,"No, I have no idea where to look",ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-26 16:05:45 UTC
196298,Player #35327,Low risk,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-26 16:05:28 UTC
196297,Player #35327,To measure air quality,ubc air quality sensor,Why do you think I have been put here?,2021-08-26 16:05:14 UTC
196296,Player #35327,Hello AQS #5,ubc air quality sensor,,2021-08-26 16:05:05 UTC
196270,Player #35642,Yes,ubc air quality sensor,"Are you satisfied with the current modes of communication (news) regarding air pollution exposure, around campus? (Yes, No) If no, how can it be improved?",2021-08-26 15:31:44 UTC
196269,Player #35642,Less cars,ubc air quality sensor,How can we improve air quality around UBC?,2021-08-26 15:31:31 UTC
196268,Player #35642,PM,ubc air quality sensor,What kind of air pollution annoys you the most? 😡,2021-08-26 15:31:21 UTC
196267,Player #35642,Noon,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-26 15:31:11 UTC
196266,Player #35642,No,ubc air quality sensor,"Would you like to talk to an air quality scientist at UBC? (Yes, No) If yes, please let me know your name and email address and I'll pass your contact details on.",2021-08-26 15:31:03 UTC
196265,Player #35642,Hello AQS #8,ubc air quality sensor,,2021-08-26 15:28:10 UTC
196174,Player #37818,test,ubc air quality sensor,What kind of air pollution annoys you the most? 😡,2021-08-26 11:48:06 UTC
196173,Player #37818,test,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-26 11:48:04 UTC
196172,Player #37818,test,ubc air quality sensor,What do you think RAMP stands for?,2021-08-26 11:48:02 UTC
196171,Player #37818,test,ubc air quality sensor,Where do you think you are exposed to the most air pollution?,2021-08-26 11:48:01 UTC
196170,Player #37818,test,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-26 11:47:59 UTC
196169,Player #37818,Hello AQS #3,ubc air quality sensor,,2021-08-26 11:47:57 UTC
196168,Player #37818,test,ubc air quality sensor,"Do you feel like you know a lot about air pollution on UBC campus? (Yes, No)",2021-08-26 11:47:47 UTC
196167,Player #37818,test,ubc air quality sensor,"In your opinion, which environmental impact is of most concern to UBC/Vancouver? 🌍",2021-08-26 11:47:46 UTC
196166,Player #37818,test,ubc air quality sensor,"Would you like to receive notifications about air quality via your mobile phone? 📲 (Yes, No)",2021-08-26 11:47:44 UTC
196165,Player #37818,test,ubc air quality sensor,"On a scale of 1-5, what do you think of the air quality on UBC's campus? (1 being very poor, 5 being very good). ",2021-08-26 11:47:42 UTC
196164,Player #37818,test,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-08-26 11:47:41 UTC
196163,Player #37818,Hello AQS #3,ubc air quality sensor,,2021-08-26 11:47:39 UTC
196158,Player #37817,test,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-26 11:45:42 UTC
196156,Player #37817,test,ubc air quality sensor,"Would you like to talk to an air quality scientist at UBC? (Yes, No) If yes, please let me know your name and email address and I'll pass your contact details on.",2021-08-26 11:45:41 UTC
196155,Player #37817,test,ubc air quality sensor,Why do you think I have been put here?,2021-08-26 11:45:40 UTC
196154,Player #37817,test,ubc air quality sensor,What environmental impact should be of most concern to UBC/Vancouver? 🌍,2021-08-26 11:45:37 UTC
196153,Player #37817,test,ubc air quality sensor,"Do you drive to campus? 🚗 (Yes, No)",2021-08-26 11:45:36 UTC
196152,Player #37817,Hello AQS #4,ubc air quality sensor,,2021-08-26 11:45:33 UTC
196151,Player #37817,test,ubc air quality sensor,I'm here to identify different sources of pollution - can you name any?,2021-08-26 11:45:17 UTC
196150,Player #37817,test,ubc air quality sensor,How often do you think about air pollution and the dangers it has on your health?,2021-08-26 11:45:15 UTC
196149,Player #37817,test,ubc air quality sensor,Is there a particular period of the day ⏰when you notice air quality becoming worse?,2021-08-26 11:45:13 UTC
196148,Player #37817,test,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-26 11:45:12 UTC
196147,Player #37817,test,ubc air quality sensor,"In addition to the air quality sensors around UBC, would you like to see air quality sensors around your home and near major traffic intersections? (Yes, No)",2021-08-26 11:45:11 UTC
196146,Player #37817,Hello AQS #6,ubc air quality sensor,,2021-08-26 11:45:09 UTC
196138,Player #37814,test,ubc air quality sensor,"Do you see an idling (running, but not moving) bus or vehicle? (Yes, No)",2021-08-26 11:29:35 UTC
196137,Player #37814,test,ubc air quality sensor,"Do you think UBC's campus has been deemed 'Low-Risk' or 'High-Risk', by British Columbia's Air Quality Health Index? ",2021-08-26 11:29:34 UTC
196136,Player #37814,test,ubc air quality sensor,"Would you rather 'High-quality' sensors at a few locations on UBC's campus, or 'Low-cost' sensors at every intersection on UBC campus? Please respond to this message with 'High' or 'Low'.",2021-08-26 11:29:32 UTC
